ZCTA,Households100to149K,Households150to199K,Households200KorMore,RFM1,RFM2,RFM3
6450,2197,994,472,9,9,8
6457,3053,1705,1364,9,9,9
6460,3530,1655,2078,9,9,9
6473,2021,1291,1203,9,9,9
6484,3353,2366,2025,9,9,9
6489,2817,1728,1623,9,9,9
6492,3620,1879,1583,9,9,9
6511,2050,1027,1063,9,9,9
6514,2084,1008,629,9,9,8
6516,3369,1448,830,9,9,9
6606,2431,1090,565,9,9,8
6611,2814,1809,2880,9,9,9
6614,2324,1652,1170,9,9,9
6770,2458,992,982,9,9,9
6776,1996,1176,1198,9,9,9
6790,2779,860,446,9,9,8
6810,3109,1259,934,9,9,9
6811,2646,911,1579,9,9,9
6824,1835,1529,4323,9,9,9
6851,1917,1407,1861,9,9,9
6902,4070,2361,3643,9,9,9
19701,2776,1751,1572,9,9,9
19702,3567,1850,1445,9,9,9
19709,3451,2245,1850,9,9,9
19711,3157,1959,2140,9,9,9
19713,1796,585,448,9,8,8
19720,3323,1305,948,9,9,9
19803,1807,1191,1530,9,9,9
19805,1855,413,443,9,8,8
19808,2791,1527,1193,9,9,9
19810,2156,1285,1196,9,9,9
19904,2096,657,546,9,8,8
19958,2230,893,1069,9,9,9
19966,1863,421,503,9,8,8
20001,4091,2774,4702,9,9,9
20002,4987,2983,5113,9,9,9
20003,2877,2064,3902,9,9,9
20007,1869,1174,4372,9,9,9
20008,3227,1866,3882,9,9,9
20009,6289,3404,5896,9,9,9
20010,2284,1314,2307,9,9,9
20011,3714,2391,3754,9,9,9
20016,2031,1493,5222,9,9,9
20019,2109,730,876,9,8,9
20020,2130,1050,867,9,9,9
32003,2387,1343,1264,9,9,9
32034,2491,1813,1861,9,9,9
32065,2274,965,543,9,9,8
32068,2900,884,640,9,9,8
32073,2443,870,377,9,9,8
32082,2402,1156,3386,9,9,9
32086,1873,485,548,9,8,8
32092,2766,1579,1249,9,9,9
32128,2125,472,704,9,8,8
32137,2617,885,867,9,9,9
32162,3809,1682,1000,9,9,9
32164,1918,746,241,9,8,7
32168,1814,552,501,9,8,8
32174,2992,1201,1069,9,9,9
32210,2251,776,917,9,8,9
32216,2076,389,580,9,8,8
32218,2993,1188,375,9,9,8
32223,1884,1093,942,9,9,9
32224,2868,1146,2038,9,9,9
32225,4028,1575,1418,9,9,9
32244,2390,599,206,9,8,7
32246,2620,1221,859,9,9,9
32250,2378,1231,1888,9,9,9
32256,2748,1458,1610,9,9,9
32257,2368,854,718,9,9,8
32258,2797,1084,913,9,9,9
32259,4109,2598,3096,9,9,9
32303,2172,621,786,9,8,8
32309,2413,1227,1239,9,9,9
32312,2822,1431,2038,9,9,9
32404,1799,672,329,9,8,8
32514,1930,476,441,9,8,8
32526,1947,634,402,9,8,8
32533,2171,564,530,9,8,8
32563,2022,779,824,9,8,8
32566,2798,1215,798,9,9,8
32571,2430,1055,519,9,9,8
32578,2745,1186,1323,9,9,9
32605,1972,566,753,9,8,8
32606,1818,618,666,9,8,8
32608,1834,1077,1402,9,9,9
32703,2157,656,842,9,8,9
32707,1973,698,253,9,8,7
32708,2586,1528,1640,9,9,9
32712,3248,1362,1012,9,9,9
32725,2152,319,231,9,7,7
32746,3444,1785,2224,9,9,9
32765,4099,2172,2277,9,9,9
32771,3236,1323,1446,9,9,9
32779,1999,1062,1913,9,9,9
32792,2522,1078,935,9,9,9
32806,1805,828,987,9,9,9
32812,2094,699,737,9,8,8
32824,2401,671,621,9,8,8
32825,3168,1035,726,9,9,8
32828,4740,2324,1299,9,9,9
32832,2311,989,1058,9,9,9
32835,1934,820,1016,9,9,9
32837,2365,910,666,9,9,8
32904,2438,666,361,9,8,8
32927,2046,434,201,9,8,7
32935,2227,448,396,9,8,8
32937,1808,903,1153,9,9,9
32940,2777,1951,1390,9,9,9
32955,2788,1077,748,9,9,8
33015,2689,819,510,9,9,8
33018,2703,1059,551,9,9,8
33021,2468,872,1419,9,9,9
33023,2349,563,349,9,8,8
33024,3027,1235,1363,9,9,9
33025,3926,961,370,9,9,8
33026,2191,1083,956,9,9,9
33027,3398,1820,1693,9,9,9
33028,1980,1129,1211,9,9,9
33029,3197,1961,2229,9,9,9
33032,1847,392,221,9,8,7
33033,1857,607,227,9,8,7
33040,2387,1053,1217,9,9,9
33063,2470,755,628,9,8,8
33064,2137,973,1325,9,9,9
33065,2315,1036,708,9,9,8
33071,2904,1409,1502,9,9,9
33073,2620,1079,682,9,9,8
33076,2572,1470,3762,9,9,9
33131,2481,1005,1945,9,9,9
33134,2413,1441,1865,9,9,9
33139,2267,1277,2536,9,9,9
33155,2553,1234,1317,9,9,9
33157,2835,1469,1912,9,9,9
33160,2266,917,1654,9,9,9
33165,2144,888,754,9,9,8
33173,1895,805,954,9,8,9
33175,2292,1064,681,9,9,8
33176,2346,1410,2516,9,9,9
33177,2696,573,522,9,8,8
33178,3311,1265,1270,9,9,9
33180,2185,1358,2199,9,9,9
33183,2256,547,446,9,8,8
33185,1902,932,832,9,9,9
33186,3818,1884,1083,9,9,9
33193,2114,984,468,9,9,8
33196,2662,1031,1199,9,9,9
33308,1864,1230,2276,9,9,9
33312,2473,1291,1162,9,9,9
33317,2402,961,984,9,9,9
33319,1869,441,322,9,8,8
33321,2268,675,488,9,8,8
33322,2274,972,725,9,9,8
33324,3239,1116,1447,9,9,9
33325,1895,837,1072,9,9,9
33326,2054,1256,1593,9,9,9
33328,2358,1055,1253,9,9,9
33331,1893,1019,1845,9,9,9
33351,1908,481,335,9,8,8
33410,2682,971,1835,9,9,9
33411,3935,2475,1771,9,9,9
33414,3896,2098,2493,9,9,9
33418,3079,1705,3437,9,9,9
33428,2298,1194,1384,9,9,9
33433,2373,1422,1690,9,9,9
33436,2352,1060,1270,9,9,9
33437,2891,1378,1172,9,9,9
33445,1892,717,831,9,8,9
33458,4192,2040,3294,9,9,9
33463,2558,933,639,9,9,8
33467,3935,1267,1926,9,9,9
33470,1921,694,820,9,8,8
33511,2821,1059,921,9,9,9
33543,2132,944,819,9,9,8
33544,2021,1118,660,9,9,8
33578,3252,1336,821,9,9,8
33579,2527,1032,682,9,9,8
33594,1901,1115,611,9,9,8
33596,2589,1253,1122,9,9,9
33611,2347,912,1849,9,9,9
33615,1882,600,900,9,8,9
33618,2005,876,1224,9,9,9
33624,2599,985,905,9,9,9
33625,1891,718,448,9,8,8
33626,2525,1377,2279,9,9,9
33629,1928,1061,3476,9,9,9
33647,4569,2870,3327,9,9,9
33703,1959,858,1368,9,9,9
33710,2120,685,603,9,8,8
33713,2312,477,215,9,8,7
33764,1816,593,432,9,8,8
33810,2294,729,500,9,8,8
33813,2703,1138,1276,9,9,9
33908,2091,1297,1831,9,9,9
33913,1830,989,1051,9,9,9
33914,2028,946,1078,9,9,9
33990,1981,379,371,9,8,8
34119,2589,1409,1717,9,9,9
34120,2135,1159,1056,9,9,9
34135,2890,1588,1543,9,9,9
34202,2127,1084,1694,9,9,9
34203,2117,569,462,9,8,8
34209,2064,842,795,9,9,8
34212,2052,694,861,9,8,9
34219,2092,771,527,9,8,8
34221,2116,718,656,9,8,8
34232,2394,740,732,9,8,8
34243,2048,823,617,9,9,8
34293,2901,1207,1077,9,9,9
34609,2411,737,383,9,8,8
34638,2207,1057,950,9,9,9
34639,2543,1097,729,9,9,8
34655,2459,1142,1116,9,9,9
34683,2276,1147,1007,9,9,9
34698,2136,962,718,9,9,8
34711,4183,1446,1033,9,9,9
34744,2058,935,398,9,9,8
34761,2601,1232,655,9,9,8
34785,2314,844,805,9,9,8
34786,2549,1946,3289,9,9,9
34787,4171,1961,3185,9,9,9
34952,1825,360,324,9,7,8
34953,2919,902,870,9,9,9
34990,2342,963,1900,9,9,9
34997,2605,997,1030,9,9,9
30004,4338,2690,6536,9,9,9
30005,2720,2070,3772,9,9,9
30016,2858,512,446,9,8,8
30019,3601,2042,1449,9,9,9
30022,4415,3392,5550,9,9,9
30024,5647,3717,4772,9,9,9
30028,1966,996,1042,9,9,9
30033,2458,1285,1791,9,9,9
30034,2398,630,474,9,8,8
30038,2207,660,272,9,8,7
30039,3425,1014,798,9,9,8
30040,5679,3157,3788,9,9,9
30041,5101,3141,4759,9,9,9
30043,5377,2231,2312,9,9,9
30044,4091,1685,1072,9,9,9
30045,2258,957,725,9,9,8
30047,4062,1974,1336,9,9,9
30052,4352,1449,915,9,9,9
30058,2512,1120,479,9,9,8
30062,4883,3146,3982,9,9,9
30064,3215,2451,2838,9,9,9
30066,4012,2684,2431,9,9,9
30067,2353,1240,1873,9,9,9
30068,2262,1697,3100,9,9,9
30075,3921,2729,5082,9,9,9
30076,3442,1631,2213,9,9,9
30078,2027,752,806,9,8,8
30080,3745,2269,2694,9,9,9
30082,2316,998,1039,9,9,9
30084,2482,1048,934,9,9,9
30087,2794,1090,1318,9,9,9
30092,2118,1205,1680,9,9,9
30094,2636,678,465,9,8,8
30096,3025,1233,1428,9,9,9
30097,3313,1853,3947,9,9,9
30101,4505,2451,2176,9,9,9
30102,2905,1028,556,9,9,8
30114,3308,1910,1441,9,9,9
30115,3719,1605,1821,9,9,9
30120,2171,581,564,9,8,8
30126,3402,1332,1838,9,9,9
30127,4487,2488,1776,9,9,9
30132,2785,1030,458,9,9,8
30134,2600,810,135,9,8,7
30135,4690,1910,1055,9,9,9
30144,3085,1692,1189,9,9,9
30152,3011,2133,1867,9,9,9
30157,2914,1230,319,9,9,8
30165,2114,667,611,9,8,8
30180,2272,833,564,9,9,8
30188,4819,2694,2025,9,9,9
30189,3165,1802,1150,9,9,9
30214,2049,654,908,9,8,9
30215,2465,1498,1852,9,9,9
30228,2237,629,425,9,8,8
30236,2335,837,469,9,9,8
30252,3135,1771,1256,9,9,9
30253,3817,943,983,9,9,9
30263,3579,1268,1024,9,9,9
30265,2870,1495,1276,9,9,9
30269,2608,1579,2657,9,9,9
30277,2104,1092,597,9,9,8
30281,3661,1050,897,9,9,9
30294,2295,803,364,9,8,8
30308,2042,728,1176,9,8,9
30309,3010,1348,2765,9,9,9
30312,1822,794,915,9,8,9
30316,2468,1198,1524,9,9,9
30318,2455,1407,1746,9,9,9
30319,3327,2238,4801,9,9,9
30324,2558,1124,1720,9,9,9
30328,3254,1580,3311,9,9,9
30331,3002,710,1062,9,8,9
30338,2532,1665,3366,9,9,9
30339,2577,833,1715,9,9,9
30341,1935,912,1352,9,9,9
30349,3255,1172,626,9,9,8
30350,2150,919,2132,9,9,9
30506,2755,1438,1407,9,9,9
30518,3715,1790,1304,9,9,9
30519,3528,1203,1632,9,9,9
30534,1817,784,789,9,8,8
30542,2547,1091,916,9,9,9
30606,2326,1249,1362,9,9,9
30680,2216,595,269,9,8,7
30736,2749,871,672,9,9,8
30809,3914,2236,1992,9,9,9
30813,3010,920,666,9,9,8
30907,2680,1399,1431,9,9,9
30909,2048,518,786,9,8,8
31088,3538,1412,1054,9,9,9
31322,2268,881,654,9,9,8
31324,2081,994,750,9,9,8
31405,1800,725,681,9,8,8
31410,2043,686,1051,9,8,9
31419,2932,884,896,9,9,9
31525,1808,464,134,9,8,7
31907,1989,563,329,9,8,8
31909,2501,556,430,9,8,8
96701,2992,1463,1836,9,9,9
96706,5334,2849,2291,9,9,9
96707,3278,1972,1770,9,9,9
96720,2813,1180,776,9,9,8
96734,3033,1930,3133,9,9,9
96740,2998,1415,1297,9,9,9
96744,4169,2442,2586,9,9,9
96746,1805,670,388,9,8,8
96782,2677,1207,1502,9,9,9
96786,1912,573,556,9,8,8
96789,4346,2606,2083,9,9,9
96792,2381,809,703,9,8,8
96793,2449,1118,848,9,9,9
96797,4271,2304,1912,9,9,9
96813,1792,912,1138,9,9,9
96815,2248,975,847,9,9,9
96816,3390,2042,2450,9,9,9
96817,2848,1352,1949,9,9,9
96818,4027,1731,1238,9,9,9
96819,2276,1186,1577,9,9,9
96822,3245,1298,2363,9,9,9
96825,2191,1867,2369,9,9,9
96826,1988,837,453,9,9,8
83201,2001,490,337,9,8,8
83301,2349,856,650,9,9,8
83401,1941,533,416,9,8,8
83501,2087,847,473,9,9,8
83616,2237,1131,1446,9,9,9
83642,2944,1076,1146,9,9,9
83646,4228,1705,1566,9,9,9
83686,2428,620,340,9,8,8
83704,2106,344,419,9,7,8
83706,1955,739,841,9,8,9
83709,4266,1365,1029,9,9,9
83713,1850,658,556,9,8,8
83815,2090,699,400,9,8,8
83854,2140,556,360,9,8,8
60002,1819,1204,840,9,9,9
60004,4092,2533,3302,9,9,9
60005,2538,1163,1677,9,9,9
60007,2737,1327,1105,9,9,9
60010,2835,2437,5706,9,9,9
60013,2292,1198,1203,9,9,9
60014,3922,1807,1820,9,9,9
60015,1807,1299,3433,9,9,9
60016,3705,1817,1400,9,9,9
60025,2376,1735,3508,9,9,9
60030,3193,1590,1633,9,9,9
60031,2854,1901,1890,9,9,9
60046,2784,1874,1546,9,9,9
60047,3035,1933,4563,9,9,9
60050,2342,964,843,9,9,9
60051,1987,938,680,9,9,8
60053,1800,886,840,9,9,9
60056,4009,1898,2220,9,9,9
60060,2942,1353,1725,9,9,9
60062,3192,1969,4023,9,9,9
60067,2841,2085,3115,9,9,9
60068,2596,1887,3358,9,9,9
60073,3771,1417,1047,9,9,9
60074,2446,1510,949,9,9,9
60076,1904,1304,1136,9,9,9
60085,2662,708,293,9,8,7
60089,3448,2074,3329,9,9,9
60090,2315,1238,917,9,9,9
60098,1881,894,979,9,9,9
60101,2507,1072,732,9,9,8
60102,2690,1767,1578,9,9,9
60103,3780,2019,1951,9,9,9
60107,2915,1046,823,9,9,8
60110,2318,630,621,9,8,8
60115,2190,644,662,9,8,8
60120,2558,725,656,9,8,8
60123,2944,1134,755,9,9,8
60124,2280,1112,1199,9,9,9
60126,3186,2327,4208,9,9,9
60133,2633,696,449,9,8,8
60134,2005,1747,2527,9,9,9
60137,2414,1754,3557,9,9,9
60139,2315,763,322,9,8,8
60142,2258,1329,858,9,9,9
60148,4381,2337,1551,9,9,9
60156,2292,1125,979,9,9,9
60169,2300,1097,715,9,9,8
60172,1830,1544,653,9,9,8
60174,2557,1056,1850,9,9,9
60177,1858,1071,842,9,9,9
60181,1936,963,641,9,9,8
60185,2231,1176,1147,9,9,9
60187,2128,1315,1772,9,9,9
60188,3420,1631,1224,9,9,9
60189,2452,1262,2315,9,9,9
60193,3349,1460,1092,9,9,9
60201,2122,954,3436,9,9,9
60202,2112,1182,1959,9,9,9
60302,2056,1327,2875,9,9,9
60402,3052,1005,932,9,9,9
60411,2545,760,302,9,8,7
60423,2568,1752,1780,9,9,9
60431,1824,963,425,9,9,8
60435,2558,1105,439,9,9,8
60440,3611,1568,868,9,9,9
60441,2562,1254,806,9,9,8
60446,2740,943,470,9,9,8
60448,2332,1333,1361,9,9,9
60451,3125,2068,1467,9,9,9
60452,2318,884,460,9,9,8
60453,3825,1642,1137,9,9,9
60462,3527,1461,1533,9,9,9
60467,1900,1323,1642,9,9,9
60477,2919,1103,704,9,9,8
60487,1869,1606,980,9,9,9
60490,1852,1182,1218,9,9,9
60504,2921,1250,1346,9,9,9
60505,2622,716,452,9,8,8
60506,3253,1243,624,9,9,8
60510,2214,1225,1685,9,9,9
60515,2067,1502,2083,9,9,9
60516,2457,1408,1726,9,9,9
60517,2763,1370,1253,9,9,9
60525,1928,1281,2214,9,9,9
60527,2209,1051,2662,9,9,9
60532,2245,1378,1547,9,9,9
60538,2512,451,632,9,8,8
60540,3704,2509,3837,9,9,9
60543,3329,1849,1608,9,9,9
60544,2145,1004,903,9,9,9
60560,2095,948,1110,9,9,9
60561,1957,1092,1484,9,9,9
60563,2861,1800,2231,9,9,9
60564,2590,2287,4473,9,9,9
60565,2964,2559,3606,9,9,9
60586,4149,2017,1132,9,9,9
60605,2832,2033,3285,9,9,9
60607,2001,1958,2584,9,9,9
60608,3322,1262,1171,9,9,9
60610,4061,2291,4809,9,9,9
60611,3323,2305,5511,9,9,9
60613,4755,2650,4050,9,9,9
60614,6091,3906,8955,9,9,9
60615,2523,841,1441,9,9,9
60616,2975,1788,1850,9,9,9
60617,2898,811,421,9,9,8
60618,5838,3274,4906,9,9,9
60619,2325,603,407,9,8,8
60620,2503,412,266,9,8,7
60622,4878,2639,4590,9,9,9
60625,5053,2362,2555,9,9,9
60626,2298,905,721,9,9,8
60628,2359,686,387,9,8,8
60629,3859,1063,560,9,9,8
60630,3839,2086,1627,9,9,9
60631,2335,1498,1740,9,9,9
60632,2453,954,454,9,9,8
60634,4967,2092,1180,9,9,9
60638,3503,1894,852,9,9,9
60639,2719,818,683,9,9,8
60640,4949,2473,2605,9,9,9
60641,3535,1834,1745,9,9,9
60642,2034,1566,1691,9,9,9
60643,2920,1505,1413,9,9,9
60645,2320,1074,1061,9,9,9
60646,2111,1450,1749,9,9,9
60647,6449,3053,4454,9,9,9
60649,1800,416,458,9,8,8
60651,1848,530,395,9,8,8
60652,2516,1093,386,9,9,8
60654,2252,1561,3778,9,9,9
60655,2497,1563,1207,9,9,9
60657,6477,3671,7612,9,9,9
60659,1830,767,672,9,8,8
60660,2614,1151,1378,9,9,9
60707,2863,1120,827,9,9,8
60714,1852,963,658,9,9,8
60804,2762,687,294,9,8,7
60914,2352,825,470,9,9,8
61008,1828,512,750,9,8,8
61107,1863,944,785,9,9,8
61201,2046,575,269,9,8,7
61265,2849,744,703,9,8,8
61554,2176,515,488,9,8,8
61571,2079,590,714,9,8,8
61611,1869,688,236,9,8,7
61614,1907,855,645,9,9,8
61704,3016,1554,1738,9,9,9
61761,2818,1626,1006,9,9,9
61821,1790,578,774,9,8,8
61822,1914,951,1577,9,9,9
62025,2562,1186,1292,9,9,9
62040,2032,716,357,9,8,8
62221,2164,1080,768,9,9,8
62234,2106,837,486,9,9,8
62269,2409,1406,1216,9,9,9
62521,1896,620,597,9,8,8
62704,2386,993,1079,9,9,9
46032,3504,2129,4667,9,9,9
46033,2983,2359,3810,9,9,9
46037,3170,2632,2905,9,9,9
46038,4015,2025,1584,9,9,9
46060,3091,1125,989,9,9,9
46062,2817,1484,1582,9,9,9
46074,2614,1511,1922,9,9,9
46077,1860,1761,2970,9,9,9
46112,2893,1804,905,9,9,9
46123,3244,1519,1043,9,9,9
46131,2160,751,496,9,8,8
46140,2798,838,704,9,9,8
46142,2066,986,799,9,9,8
46143,4401,1715,1432,9,9,9
46151,1934,607,436,9,8,8
46168,2516,1132,617,9,9,8
46217,2435,766,445,9,8,8
46220,2687,1621,1850,9,9,9
46234,2169,814,405,9,9,8
46236,2018,1203,1309,9,9,9
46237,2894,995,423,9,9,8
46239,2288,746,331,9,8,8
46256,1804,795,984,9,8,9
46304,2177,691,728,9,8,8
46307,4876,2293,1405,9,9,9
46311,1974,791,558,9,8,8
46322,1802,557,315,9,8,8
46342,2044,772,246,9,8,7
46350,2639,969,562,9,9,8
46368,2597,574,427,9,8,8
46375,1936,757,958,9,8,9
46383,2808,1197,1021,9,9,9
46385,3130,1458,1323,9,9,9
46410,2319,582,210,9,8,7
46514,2070,558,430,9,8,8
46530,2620,1194,1723,9,9,9
46614,1812,497,345,9,8,8
46804,2085,861,986,9,9,9
46835,2170,759,643,9,8,8
46845,2341,846,930,9,9,9
46901,1856,609,296,9,8,7
46902,2211,538,446,9,8,8
47025,1884,469,288,9,8,7
47130,2270,608,434,9,8,8
47150,2440,864,497,9,9,8
47201,2460,1294,995,9,9,9
47304,1867,412,538,9,8,8
47401,2575,1318,1365,9,9,9
47403,1926,495,239,9,8,7
47630,3117,986,1395,9,9,9
47711,1831,472,242,9,8,7
47905,2596,761,623,9,8,8
47906,2792,1226,1764,9,9,9
47909,3032,763,380,9,8,8
50010,2203,665,714,9,8,8
50021,2254,659,1255,9,8,9
50023,3114,1698,963,9,9,9
50263,2570,1113,1171,9,9,9
50265,2548,1103,1185,9,9,9
50266,2127,1378,1531,9,9,9
50310,2036,737,495,9,8,8
50317,1868,368,171,9,7,7
50322,2285,945,719,9,9,8
50613,2607,967,1114,9,9,9
50701,1898,597,813,9,8,8
51503,2778,1025,723,9,9,8
52001,1834,400,473,9,8,8
52302,3175,1435,1095,9,9,9
52402,2813,1042,689,9,9,8
52404,2319,762,344,9,8,8
52722,2781,1386,1656,9,9,9
52761,1896,614,269,9,8,7
66048,2129,1007,462,9,9,8
66049,2536,1472,1129,9,9,9
66061,4630,2659,1906,9,9,9
66062,7354,3818,3112,9,9,9
66109,1970,776,399,9,8,8
66208,1827,1013,1765,9,9,9
66212,2329,845,482,9,9,8
66213,2308,1694,1983,9,9,9
66215,2199,982,638,9,9,8
66216,2445,1011,1079,9,9,9
66223,2128,1386,1372,9,9,9
66502,2165,673,423,9,8,8
66614,2025,621,549,9,8,8
67037,2208,774,606,9,8,8
67212,3407,941,448,9,9,8
67401,2699,779,585,9,8,8
40165,2189,676,398,9,8,8
40207,2259,1227,2271,9,9,9
40214,2178,553,355,9,8,8
40220,2336,996,522,9,9,8
40223,1842,1077,915,9,9,9
40229,2063,521,197,9,8,7
40241,2467,1402,1340,9,9,9
40245,2464,1946,2368,9,9,9
40272,1959,640,424,9,8,8
40291,3018,1084,700,9,9,8
40299,3260,1472,1165,9,9,9
40324,3425,1385,967,9,9,9
40356,2250,876,969,9,9,9
40391,1897,603,404,9,8,8
40475,3089,1095,798,9,9,8
40503,2052,765,672,9,8,8
40509,3209,1605,1660,9,9,9
40511,2255,643,348,9,8,8
40515,2527,1194,1310,9,9,9
40601,2722,946,605,9,9,8
41005,1845,793,361,9,8,8
41017,3233,1386,1621,9,9,9
41042,3402,1358,972,9,9,9
41051,2618,963,282,9,9,7
41091,1865,904,1293,9,9,9
42104,2108,849,677,9,9,8
42301,2146,664,556,9,8,8
42303,1981,510,580,9,8,8
42701,3219,1163,745,9,9,8
70001,2421,824,757,9,9,8
70003,2553,1067,779,9,9,8
70056,1835,591,684,9,8,8
70065,2711,994,1015,9,9,9
70068,1842,768,427,9,8,8
70072,2665,1030,471,9,9,8
70115,1854,977,2234,9,9,9
70301,2431,867,906,9,9,9
70433,2068,1489,1426,9,9,9
70458,2135,702,749,9,8,8
70503,1948,910,1422,9,9,9
70506,1925,631,514,9,8,8
70508,2664,1603,2160,9,9,9
70605,2338,1301,1530,9,9,9
70663,1858,475,165,9,8,7
70726,3777,1511,832,9,9,9
70737,2915,1248,1251,9,9,9
70769,3600,2155,1653,9,9,9
70808,2248,1138,1830,9,9,9
70809,1865,1001,1080,9,9,9
70810,2863,1477,2297,9,9,9
70816,2333,1014,617,9,9,8
70817,2909,1313,1379,9,9,9
71111,2401,1164,876,9,9,9
71291,1967,542,468,9,8,8
71360,1808,697,346,9,8,8
4103,2245,803,1019,9,8,9
4106,1921,835,585,9,9,8
4401,2517,833,853,9,9,9
20601,2604,956,1174,9,9,9
20602,2324,808,661,9,8,8
20603,2759,1943,1917,9,9,9
20653,2065,1044,615,9,9,8
20659,2111,1043,692,9,9,8
20705,2161,990,771,9,9,8
20706,2702,1199,928,9,9,9
20707,2287,1272,1382,9,9,9
20708,1934,725,810,9,8,8
20715,2552,1531,1511,9,9,9
20716,2053,1282,1103,9,9,9
20720,1800,1536,2051,9,9,9
20721,2285,1749,2462,9,9,9
20723,2638,1603,2575,9,9,9
20724,1995,1085,386,9,9,8
20735,3323,1937,1741,9,9,9
20743,2541,934,581,9,9,8
20744,4244,2891,2731,9,9,9
20747,2673,961,717,9,9,8
20748,2972,1228,766,9,9,8
20772,4214,2474,2659,9,9,9
20774,4405,2716,2556,9,9,9
20783,1828,902,507,9,9,8
20785,2661,1022,675,9,9,8
20814,2420,1887,3863,9,9,9
20815,1901,1534,5290,9,9,9
20817,1833,1510,6783,9,9,9
20832,1939,1509,2406,9,9,9
20850,4131,2711,4628,9,9,9
20852,3970,2075,4227,9,9,9
20853,1837,1420,2264,9,9,9
20854,2078,2386,8998,9,9,9
20874,4711,2735,2740,9,9,9
20877,2484,1119,874,9,9,9
20878,4340,3023,6812,9,9,9
20879,1794,916,1002,9,9,9
20886,2340,1199,1354,9,9,9
20901,2574,1834,2336,9,9,9
20902,3340,2156,2293,9,9,9
20904,3938,2113,2351,9,9,9
20906,4390,2292,2189,9,9,9
20910,3996,2217,2920,9,9,9
21001,1964,737,556,9,8,8
21009,2712,1598,949,9,9,9
21012,1884,1473,1569,9,9,9
21014,3121,1719,1728,9,9,9
21015,2233,1658,1834,9,9,9
21042,2671,2380,5124,9,9,9
21043,2885,2811,4258,9,9,9
21044,3738,2421,3329,9,9,9
21045,3705,2168,2079,9,9,9
21060,2639,1261,961,9,9,9
21061,3814,1591,939,9,9,9
21075,2685,1589,2140,9,9,9
21093,3208,1896,2690,9,9,9
21113,3470,1791,1482,9,9,9
21114,2940,1513,1831,9,9,9
21117,4888,2472,2285,9,9,9
21122,5379,2909,2548,9,9,9
21133,2336,1185,624,9,9,8
21136,2177,1223,1860,9,9,9
21144,2847,1786,1981,9,9,9
21157,3303,1374,1135,9,9,9
21158,2017,875,601,9,9,8
21206,2799,680,506,9,8,8
21207,2919,1095,449,9,9,8
21208,3249,1288,1548,9,9,9
21209,2132,1146,1511,9,9,9
21212,1923,1144,1967,9,9,9
21218,2078,892,1057,9,9,9
21220,2950,898,845,9,9,9
21221,2429,877,610,9,9,8
21222,3094,900,417,9,9,8
21224,3480,1790,1889,9,9,9
21227,1934,1118,508,9,9,8
21228,3760,1920,2042,9,9,9
21229,2100,742,368,9,8,8
21230,2886,1364,2149,9,9,9
21234,5024,1967,1598,9,9,9
21236,3609,1444,814,9,9,8
21237,1972,967,501,9,9,8
21244,2476,835,762,9,9,8
21401,3361,2162,3089,9,9,9
21403,2419,1388,2504,9,9,9
21601,1883,723,868,9,8,9
21701,3064,1845,1437,9,9,9
21702,3273,1639,1777,9,9,9
21703,3682,1410,924,9,9,9
21740,2687,1322,571,9,9,8
21742,1971,1115,788,9,9,8
21771,2467,1833,2082,9,9,9
21784,3241,2177,2447,9,9,9
21811,1860,640,770,9,8,8
21921,3455,1372,975,9,9,9
1020,1972,622,367,9,8,8
1085,2738,1189,954,9,9,9
1201,2724,1107,808,9,9,8
1420,2078,742,546,9,8,8
1453,2717,1110,915,9,9,9
1545,2747,1697,2592,9,9,9
1604,2463,856,510,9,9,8
1701,2870,1738,2503,9,9,9
1702,2275,1197,993,9,9,9
1752,3222,1608,1593,9,9,9
1757,2246,1109,865,9,9,9
1760,2838,2089,3454,9,9,9
1801,3771,1663,1861,9,9,9
1803,2212,1262,2324,9,9,9
1810,1885,1914,4542,9,9,9
1821,3162,1856,1290,9,9,9
1824,2063,1790,2034,9,9,9
1826,2816,1320,1128,9,9,9
1844,3598,1855,1485,9,9,9
1845,1966,1379,2597,9,9,9
1852,2298,1057,553,9,9,8
1876,2914,1712,1382,9,9,9
1880,1988,1513,1822,9,9,9
1887,1998,1246,1604,9,9,9
1906,2222,1315,979,9,9,9
1915,2603,1906,2223,9,9,9
1923,1987,1415,1399,9,9,9
1930,2309,1005,1240,9,9,9
1960,3729,1804,2004,9,9,9
1970,3245,1429,1308,9,9,9
2026,1853,1381,1819,9,9,9
2038,2515,1912,2784,9,9,9
2050,2063,1532,1563,9,9,9
2062,2624,1337,1304,9,9,9
2072,2399,1222,960,9,9,9
2124,2795,1450,1347,9,9,9
2125,1826,973,1083,9,9,9
2127,2965,2470,3711,9,9,9
2128,2488,1439,1041,9,9,9
2130,3462,1832,2746,9,9,9
2131,2441,1493,1169,9,9,9
2132,2643,1437,1891,9,9,9
2135,4339,2069,1310,9,9,9
2136,1970,1163,965,9,9,9
2138,2468,1659,3355,9,9,9
2139,2804,1664,3048,9,9,9
2143,2450,1464,1548,9,9,9
2144,2309,1706,2051,9,9,9
2145,2209,1125,1128,9,9,9
2148,4023,1878,1408,9,9,9
2149,2803,1009,671,9,9,8
2150,1819,801,589,9,8,8
2151,3267,1360,1081,9,9,9
