ZIP_CODE,ZCTA,STATE,Status
35007,35007,AL,middle
35137,35007,AL,middle
35144,35007,AL,middle
35124,35124,AL,middle
35173,35173,AL,middle
35215,35215,AL,middle
35220,35215,AL,middle
35216,35216,AL,middle
35266,35216,AL,middle
35226,35226,AL,middle
35260,35226,AL,middle
35296,35226,AL,middle
35238,35242,AL,middle
35242,35242,AL,middle
35236,35244,AL,middle
35244,35244,AL,middle
35405,35405,AL,middle
35407,35405,AL,middle
35603,35603,AL,middle
35742,35749,AL,middle
35749,35749,AL,middle
35758,35758,AL,middle
35763,35763,AL,middle
35803,35803,AL,middle
35806,35806,AL,middle
35767,35811,AL,middle
35811,35811,AL,middle
36116,36116,AL,middle
36191,36116,AL,middle
36117,36117,AL,middle
36119,36117,AL,middle
36121,36117,AL,middle
36123,36117,AL,middle
36124,36117,AL,middle
36132,36117,AL,middle
36141,36117,AL,middle
36177,36117,AL,middle
36330,36330,AL,middle
36331,36330,AL,middle
36526,36526,AL,middle
36532,36532,AL,middle
36533,36532,AL,middle
36695,36695,AL,middle
36830,36830,AL,middle
36831,36830,AL,middle
99504,99504,AK,middle
99521,99504,AK,middle
99507,99507,AK,middle
99523,99507,AK,middle
99508,99508,AK,middle
99514,99508,AK,middle
99511,99515,AK,middle
99515,99515,AK,middle
99577,99577,AK,middle
99623,99654,AK,middle
99629,99654,AK,middle
99654,99654,AK,middle
99687,99654,AK,middle
99705,99705,AK,middle
99711,99705,AK,middle
99708,99709,AK,middle
99709,99709,AK,middle
99716,99709,AK,middle
99725,99709,AK,middle
99801,99801,AK,middle
99802,99801,AK,middle
99803,99801,AK,middle
99811,99801,AK,middle
99812,99801,AK,middle
99821,99801,AK,middle
99850,99801,AK,middle
85008,85008,AZ,middle
85010,85008,AZ,middle
85026,85008,AZ,middle
85038,85008,AZ,middle
85039,85008,AZ,middle
85062,85008,AZ,middle
85072,85008,AZ,middle
85073,85008,AZ,middle
85082,85008,AZ,middle
85016,85016,AZ,middle
85064,85016,AZ,middle
85018,85018,AZ,middle
85060,85018,AZ,middle
85020,85020,AZ,middle
85068,85020,AZ,middle
85022,85022,AZ,middle
85024,85024,AZ,middle
85027,85027,AZ,middle
85080,85027,AZ,middle
85029,85029,AZ,middle
85071,85029,AZ,middle
85032,85032,AZ,middle
85046,85032,AZ,middle
85078,85032,AZ,middle
85037,85037,AZ,middle
85041,85041,AZ,middle
85042,85042,AZ,middle
85066,85042,AZ,middle
85044,85044,AZ,middle
85076,85044,AZ,middle
85048,85048,AZ,middle
85070,85048,AZ,middle
85050,85050,AZ,middle
85086,85086,AZ,middle
85122,85122,AZ,middle
85130,85122,AZ,middle
85138,85138,AZ,middle
85140,85140,AZ,middle
85127,85142,AZ,middle
85142,85142,AZ,middle
85143,85143,AZ,middle
85202,85202,AZ,middle
85274,85202,AZ,middle
85203,85203,AZ,middle
85204,85204,AZ,middle
85205,85205,AZ,middle
85206,85206,AZ,middle
85207,85207,AZ,middle
85208,85208,AZ,middle
85216,85208,AZ,middle
85209,85209,AZ,middle
85212,85212,AZ,middle
85213,85213,AZ,middle
85214,85213,AZ,middle
85275,85213,AZ,middle
85224,85224,AZ,middle
85246,85224,AZ,middle
85225,85225,AZ,middle
85244,85225,AZ,middle
85226,85226,AZ,middle
85233,85233,AZ,middle
85234,85234,AZ,middle
85248,85248,AZ,middle
85249,85249,AZ,middle
85251,85251,AZ,middle
85254,85254,AZ,middle
85255,85255,AZ,middle
85252,85257,AZ,middle
85257,85257,AZ,middle
85271,85257,AZ,middle
85258,85258,AZ,middle
85261,85258,AZ,middle
85260,85260,AZ,middle
85267,85260,AZ,middle
85268,85268,AZ,middle
85269,85268,AZ,middle
85280,85281,AZ,middle
85281,85281,AZ,middle
85287,85281,AZ,middle
85282,85282,AZ,middle
85285,85282,AZ,middle
85283,85283,AZ,middle
85286,85286,AZ,middle
85295,85295,AZ,middle
85236,85296,AZ,middle
85296,85296,AZ,middle
85299,85296,AZ,middle
85297,85297,AZ,middle
85298,85298,AZ,middle
85304,85304,AZ,middle
85308,85308,AZ,middle
85318,85308,AZ,middle
85326,85326,AZ,middle
85327,85331,AZ,middle
85331,85331,AZ,middle
85338,85338,AZ,middle
85339,85339,AZ,middle
85340,85340,AZ,middle
85345,85345,AZ,middle
85380,85345,AZ,middle
85353,85353,AZ,middle
85364,85364,AZ,middle
85366,85364,AZ,middle
85369,85364,AZ,middle
85365,85365,AZ,middle
85374,85374,AZ,middle
85378,85374,AZ,middle
85375,85375,AZ,middle
85376,85375,AZ,middle
85379,85379,AZ,middle
85381,85381,AZ,middle
85385,85381,AZ,middle
85382,85382,AZ,middle
85383,85383,AZ,middle
85388,85388,AZ,middle
85392,85392,AZ,middle
85395,85395,AZ,middle
85396,85396,AZ,middle
85629,85629,AZ,middle
85635,85635,AZ,middle
85636,85635,AZ,middle
85670,85635,AZ,middle
85671,85635,AZ,middle
85641,85641,AZ,middle
85704,85704,AZ,middle
85740,85704,AZ,middle
85710,85710,AZ,middle
85731,85710,AZ,middle
85730,85730,AZ,middle
85737,85737,AZ,middle
85738,85739,AZ,middle
85739,85739,AZ,middle
85741,85741,AZ,middle
85752,85741,AZ,middle
85652,85742,AZ,middle
85742,85742,AZ,middle
85743,85743,AZ,middle
85709,85745,AZ,middle
85745,85745,AZ,middle
85754,85745,AZ,middle
85744,85747,AZ,middle
85747,85747,AZ,middle
86001,86001,AZ,middle
86002,86001,AZ,middle
86005,86001,AZ,middle
86004,86004,AZ,middle
71903,71913,AR,middle
71913,71913,AR,middle
71914,71913,AR,middle
72019,72019,AR,middle
72023,72023,AR,middle
72034,72034,AR,middle
72076,72076,AR,middle
72078,72076,AR,middle
72113,72113,AR,middle
72120,72120,AR,middle
72124,72120,AR,middle
72401,72401,AR,middle
72402,72401,AR,middle
72403,72401,AR,middle
72450,72450,AR,middle
72451,72450,AR,middle
72474,72450,AR,middle
72704,72704,AR,middle
72712,72712,AR,middle
72716,72712,AR,middle
72711,72756,AR,middle
72756,72756,AR,middle
72757,72756,AR,middle
72758,72758,AR,middle
72728,72762,AR,middle
72762,72762,AR,middle
72766,72762,AR,middle
72770,72762,AR,middle
90004,90004,CA,middle
90011,90011,CA,middle
90012,90012,CA,middle
90053,90012,CA,middle
90086,90012,CA,middle
90016,90016,CA,middle
90018,90018,CA,middle
90019,90019,CA,middle
90022,90022,CA,middle
90024,90024,CA,middle
90025,90025,CA,middle
90026,90026,CA,middle
90027,90027,CA,middle
90072,90027,CA,middle
90028,90028,CA,middle
90078,90028,CA,middle
90093,90028,CA,middle
90032,90032,CA,middle
90034,90034,CA,middle
90035,90035,CA,middle
90036,90036,CA,middle
90039,90039,CA,middle
90041,90041,CA,middle
90042,90042,CA,middle
90050,90042,CA,middle
90043,90043,CA,middle
90044,90044,CA,middle
90009,90045,CA,middle
90045,90045,CA,middle
90080,90045,CA,middle
90083,90045,CA,middle
90189,90045,CA,middle
90046,90046,CA,middle
90047,90047,CA,middle
90048,90048,CA,middle
90049,90049,CA,middle
90065,90065,CA,middle
90066,90066,CA,middle
90069,90069,CA,middle
90201,90201,CA,middle
90202,90201,CA,middle
90220,90220,CA,middle
90223,90220,CA,middle
90230,90230,CA,middle
90231,90230,CA,middle
90233,90230,CA,middle
90239,90241,CA,middle
90241,90241,CA,middle
90242,90242,CA,middle
90247,90247,CA,middle
90250,90250,CA,middle
90251,90250,CA,middle
90255,90255,CA,middle
90262,90262,CA,middle
90266,90266,CA,middle
90267,90266,CA,middle
90275,90275,CA,middle
90734,90275,CA,middle
90277,90277,CA,middle
90278,90278,CA,middle
90280,90280,CA,middle
90291,90291,CA,middle
90294,90291,CA,middle
90292,90292,CA,middle
90295,90292,CA,middle
90403,90403,CA,middle
90405,90405,CA,middle
90409,90405,CA,middle
90501,90501,CA,middle
90507,90501,CA,middle
90508,90501,CA,middle
90503,90503,CA,middle
90509,90503,CA,middle
90510,90503,CA,middle
90504,90504,CA,middle
90505,90505,CA,middle
90601,90601,CA,middle
90608,90601,CA,middle
90603,90603,CA,middle
90609,90603,CA,middle
90604,90604,CA,middle
90605,90605,CA,middle
90607,90605,CA,middle
90620,90620,CA,middle
90622,90620,CA,middle
90630,90630,CA,middle
90631,90631,CA,middle
90632,90631,CA,middle
90633,90631,CA,middle
90637,90638,CA,middle
90638,90638,CA,middle
90639,90638,CA,middle
90640,90640,CA,middle
90650,90650,CA,middle
90651,90650,CA,middle
90652,90650,CA,middle
90660,90660,CA,middle
90661,90660,CA,middle
90662,90660,CA,middle
90703,90703,CA,middle
90706,90706,CA,middle
90707,90706,CA,middle
90711,90712,CA,middle
90712,90712,CA,middle
90714,90712,CA,middle
90713,90713,CA,middle
90731,90731,CA,middle
90733,90731,CA,middle
90732,90732,CA,middle
90744,90744,CA,middle
90748,90744,CA,middle
90745,90745,CA,middle
90749,90745,CA,middle
90801,90802,CA,middle
90802,90802,CA,middle
90844,90802,CA,middle
90803,90803,CA,middle
90853,90803,CA,middle
90804,90804,CA,middle
90805,90805,CA,middle
90807,90807,CA,middle
90842,90807,CA,middle
90847,90807,CA,middle
90848,90807,CA,middle
90808,90808,CA,middle
90846,90808,CA,middle
90809,90815,CA,middle
90815,90815,CA,middle
90840,90815,CA,middle
91001,91001,CA,middle
91003,91001,CA,middle
91006,91006,CA,middle
91066,91006,CA,middle
91007,91007,CA,middle
91077,91007,CA,middle
91016,91016,CA,middle
91017,91016,CA,middle
91040,91040,CA,middle
91041,91040,CA,middle
91101,91101,CA,middle
91102,91101,CA,middle
91182,91101,CA,middle
91188,91101,CA,middle
91199,91101,CA,middle
91104,91104,CA,middle
91106,91106,CA,middle
91116,91106,CA,middle
91125,91106,CA,middle
91126,91106,CA,middle
91107,91107,CA,middle
91117,91107,CA,middle
91121,91107,CA,middle
91206,91206,CA,middle
91226,91206,CA,middle
91214,91214,CA,middle
91224,91214,CA,middle
91304,91304,CA,middle
91309,91304,CA,middle
91306,91306,CA,middle
91396,91306,CA,middle
91307,91307,CA,middle
91308,91307,CA,middle
91311,91311,CA,middle
91313,91311,CA,middle
91316,91316,CA,middle
91416,91316,CA,middle
91319,91320,CA,middle
91320,91320,CA,middle
91321,91321,CA,middle
91322,91321,CA,middle
91382,91321,CA,middle
91325,91325,CA,middle
91328,91325,CA,middle
91326,91326,CA,middle
91327,91326,CA,middle
91331,91331,CA,middle
91333,91331,CA,middle
91334,91331,CA,middle
91335,91335,CA,middle
91337,91335,CA,middle
91342,91342,CA,middle
91392,91342,CA,middle
91329,91343,CA,middle
91343,91343,CA,middle
91393,91343,CA,middle
91344,91344,CA,middle
91394,91344,CA,middle
91350,91350,CA,middle
91351,91351,CA,middle
91352,91352,CA,middle
91353,91352,CA,middle
91354,91354,CA,middle
91310,91355,CA,middle
91355,91355,CA,middle
91380,91355,CA,middle
91383,91355,CA,middle
91385,91355,CA,middle
91358,91360,CA,middle
91360,91360,CA,middle
91359,91362,CA,middle
91362,91362,CA,middle
91364,91364,CA,middle
91365,91367,CA,middle
91367,91367,CA,middle
91384,91384,CA,middle
91386,91387,CA,middle
91387,91387,CA,middle
91401,91401,CA,middle
91402,91402,CA,middle
91412,91402,CA,middle
91403,91403,CA,middle
91413,91403,CA,middle
91495,91403,CA,middle
91496,91403,CA,middle
91405,91405,CA,middle
91499,91405,CA,middle
91406,91406,CA,middle
91409,91406,CA,middle
91410,91406,CA,middle
91470,91406,CA,middle
91482,91406,CA,middle
91423,91423,CA,middle
91505,91505,CA,middle
91507,91505,CA,middle
91510,91505,CA,middle
91522,91505,CA,middle
91523,91505,CA,middle
91526,91505,CA,middle
91601,91601,CA,middle
91603,91601,CA,middle
91602,91602,CA,middle
91610,91602,CA,middle
91604,91604,CA,middle
91614,91604,CA,middle
91607,91607,CA,middle
91617,91607,CA,middle
91701,91701,CA,middle
91702,91702,CA,middle
91023,91702,CA,middle
91706,91706,CA,middle
91709,91709,CA,middle
91710,91710,CA,middle
91711,91711,CA,middle
91722,91722,CA,middle
91729,91730,CA,middle
91730,91730,CA,middle
91739,91739,CA,middle
91740,91740,CA,middle
91741,91741,CA,middle
91744,91744,CA,middle
91747,91744,CA,middle
91714,91745,CA,middle
91715,91745,CA,middle
91716,91745,CA,middle
91745,91745,CA,middle
91749,91745,CA,middle
91748,91748,CA,middle
91750,91750,CA,middle
91752,91752,CA,middle
91743,91761,CA,middle
91758,91761,CA,middle
91761,91761,CA,middle
91762,91762,CA,middle
91764,91764,CA,middle
91765,91765,CA,middle
91766,91766,CA,middle
91767,91767,CA,middle
91770,91770,CA,middle
91771,91770,CA,middle
91772,91770,CA,middle
91773,91773,CA,middle
91780,91780,CA,middle
91784,91784,CA,middle
91785,91786,CA,middle
91786,91786,CA,middle
91788,91789,CA,middle
91789,91789,CA,middle
91790,91790,CA,middle
91793,91790,CA,middle
91791,91791,CA,middle
91792,91792,CA,middle
91185,91801,CA,middle
91801,91801,CA,middle
91802,91801,CA,middle
91804,91801,CA,middle
91896,91801,CA,middle
91899,91801,CA,middle
91803,91803,CA,middle
91910,91910,CA,middle
91909,91911,CA,middle
91911,91911,CA,middle
91912,91911,CA,middle
91913,91913,CA,middle
91915,91915,CA,middle
91941,91941,CA,middle
91942,91942,CA,middle
91943,91942,CA,middle
91944,91942,CA,middle
91976,91977,CA,middle
91977,91977,CA,middle
91979,91977,CA,middle
92008,92008,CA,middle
92018,92008,CA,middle
92009,92009,CA,middle
92011,92011,CA,middle
92013,92011,CA,middle
92019,92019,CA,middle
92020,92020,CA,middle
92022,92020,CA,middle
92021,92021,CA,middle
92023,92024,CA,middle
92024,92024,CA,middle
92025,92025,CA,middle
92033,92025,CA,middle
92046,92025,CA,middle
92026,92026,CA,middle
92027,92027,CA,middle
92030,92027,CA,middle
92028,92028,CA,middle
92088,92028,CA,middle
92037,92037,CA,middle
92038,92037,CA,middle
92039,92037,CA,middle
92092,92037,CA,middle
92093,92037,CA,middle
92161,92037,CA,middle
92040,92040,CA,middle
92049,92054,CA,middle
92051,92054,CA,middle
92054,92054,CA,middle
92052,92056,CA,middle
92056,92056,CA,middle
92057,92057,CA,middle
92058,92058,CA,middle
92068,92058,CA,middle
92064,92064,CA,middle
92074,92064,CA,middle
92065,92065,CA,middle
92069,92069,CA,middle
92079,92069,CA,middle
92071,92071,CA,middle
92072,92071,CA,middle
92078,92078,CA,middle
92096,92078,CA,middle
92081,92081,CA,middle
92083,92083,CA,middle
92085,92083,CA,middle
92084,92084,CA,middle
92101,92101,CA,middle
92112,92101,CA,middle
92187,92101,CA,middle
92102,92102,CA,middle
92103,92103,CA,middle
92163,92103,CA,middle
92104,92104,CA,middle
92105,92105,CA,middle
92165,92105,CA,middle
92107,92107,CA,middle
92167,92107,CA,middle
92108,92108,CA,middle
92168,92108,CA,middle
92109,92109,CA,middle
92169,92109,CA,middle
92110,92110,CA,middle
92137,92110,CA,middle
92138,92110,CA,middle
92186,92110,CA,middle
92111,92111,CA,middle
92171,92111,CA,middle
92114,92114,CA,middle
92174,92114,CA,middle
92115,92115,CA,middle
92175,92115,CA,middle
92182,92115,CA,middle
92195,92115,CA,middle
92116,92116,CA,middle
92176,92116,CA,middle
92117,92117,CA,middle
92177,92117,CA,middle
92118,92118,CA,middle
92178,92118,CA,middle
92120,92120,CA,middle
92160,92120,CA,middle
92190,92120,CA,middle
92122,92122,CA,middle
92192,92122,CA,middle
92123,92123,CA,middle
92193,92123,CA,middle
92124,92124,CA,middle
92142,92124,CA,middle
92126,92126,CA,middle
92196,92126,CA,middle
92127,92127,CA,middle
92128,92128,CA,middle
92150,92128,CA,middle
92197,92128,CA,middle
92198,92128,CA,middle
92199,92128,CA,middle
92129,92129,CA,middle
92172,92129,CA,middle
92130,92130,CA,middle
92131,92131,CA,middle
92139,92139,CA,middle
92149,92139,CA,middle
92153,92154,CA,middle
92154,92154,CA,middle
92179,92154,CA,middle
92158,92154,CA,middle
92201,92201,CA,middle
92202,92201,CA,middle
92203,92203,CA,middle
92211,92211,CA,middle
92223,92223,CA,middle
92234,92234,CA,middle
92235,92234,CA,middle
92247,92253,CA,middle
92248,92253,CA,middle
92253,92253,CA,middle
92255,92260,CA,middle
92260,92260,CA,middle
92261,92260,CA,middle
92307,92307,CA,middle
92324,92324,CA,middle
92334,92335,CA,middle
92335,92335,CA,middle
92336,92336,CA,middle
92331,92337,CA,middle
92337,92337,CA,middle
92340,92345,CA,middle
92345,92345,CA,middle
92346,92346,CA,middle
92369,92346,CA,middle
92373,92373,CA,middle
92375,92373,CA,middle
92374,92374,CA,middle
92376,92376,CA,middle
92392,92392,CA,middle
92399,92399,CA,middle
92404,92404,CA,middle
92413,92404,CA,middle
92407,92407,CA,middle
92427,92407,CA,middle
92503,92503,CA,middle
92513,92503,CA,middle
92504,92504,CA,middle
92514,92504,CA,middle
92505,92505,CA,middle
92506,92506,CA,middle
92516,92506,CA,middle
92507,92507,CA,middle
92517,92507,CA,middle
92521,92507,CA,middle
92508,92508,CA,middle
92509,92509,CA,middle
92519,92509,CA,middle
92530,92530,CA,middle
92531,92530,CA,middle
92544,92544,CA,middle
92552,92553,CA,middle
92553,92553,CA,middle
92554,92553,CA,middle
92556,92553,CA,middle
92555,92555,CA,middle
92557,92557,CA,middle
92562,92562,CA,middle
92564,92562,CA,middle
92563,92563,CA,middle
92570,92570,CA,middle
92572,92570,CA,middle
92571,92571,CA,middle
92599,92571,CA,middle
92584,92584,CA,middle
92591,92591,CA,middle
92589,92592,CA,middle
92592,92592,CA,middle
92595,92595,CA,middle
92596,92596,CA,middle
92604,92604,CA,middle
92606,92606,CA,middle
92612,92612,CA,middle
92616,92612,CA,middle
92614,92614,CA,middle
92623,92614,CA,middle
92618,92618,CA,middle
92619,92618,CA,middle
92650,92618,CA,middle
92620,92620,CA,middle
92626,92626,CA,middle
92628,92626,CA,middle
92627,92627,CA,middle
92629,92629,CA,middle
92609,92630,CA,middle
92630,92630,CA,middle
92615,92646,CA,middle
92646,92646,CA,middle
92605,92647,CA,middle
92647,92647,CA,middle
92648,92648,CA,middle
92649,92649,CA,middle
92653,92653,CA,middle
92654,92653,CA,middle
92656,92656,CA,middle
92698,92656,CA,middle
92658,92660,CA,middle
92660,92660,CA,middle
92659,92663,CA,middle
92663,92663,CA,middle
92672,92672,CA,middle
92674,92672,CA,middle
92673,92673,CA,middle
92675,92675,CA,middle
92693,92675,CA,middle
92607,92677,CA,middle
92677,92677,CA,middle
92679,92679,CA,middle
92683,92683,CA,middle
92684,92683,CA,middle
92685,92683,CA,middle
92688,92688,CA,middle
92690,92691,CA,middle
92691,92691,CA,middle
92692,92692,CA,middle
92703,92703,CA,middle
92704,92704,CA,middle
92799,92704,CA,middle
92705,92705,CA,middle
92711,92705,CA,middle
92735,92705,CA,middle
92707,92707,CA,middle
92708,92708,CA,middle
92728,92708,CA,middle
92780,92780,CA,middle
92781,92780,CA,middle
92801,92801,CA,middle
92803,92801,CA,middle
92850,92801,CA,middle
92802,92802,CA,middle
92812,92802,CA,middle
92804,92804,CA,middle
92814,92804,CA,middle
92805,92805,CA,middle
92815,92805,CA,middle
92825,92805,CA,middle
92806,92806,CA,middle
92816,92806,CA,middle
92807,92807,CA,middle
92817,92807,CA,middle
92899,92807,CA,middle
92821,92821,CA,middle
92822,92821,CA,middle
92831,92831,CA,middle
92834,92831,CA,middle
92833,92833,CA,middle
92837,92833,CA,middle
92840,92840,CA,middle
92842,92840,CA,middle
92863,92867,CA,middle
92864,92867,CA,middle
92867,92867,CA,middle
92859,92869,CA,middle
92862,92869,CA,middle
92869,92869,CA,middle
92811,92870,CA,middle
92870,92870,CA,middle
92871,92870,CA,middle
92879,92879,CA,middle
92880,92880,CA,middle
92877,92881,CA,middle
92881,92881,CA,middle
92878,92882,CA,middle
92882,92882,CA,middle
92883,92883,CA,middle
92885,92886,CA,middle
92886,92886,CA,middle
93001,93001,CA,middle
93002,93001,CA,middle
93003,93003,CA,middle
93005,93003,CA,middle
93006,93003,CA,middle
93009,93003,CA,middle
93004,93004,CA,middle
93007,93004,CA,middle
93010,93010,CA,middle
93011,93010,CA,middle
93012,93012,CA,middle
93020,93021,CA,middle
93021,93021,CA,middle
93030,93030,CA,middle
93032,93030,CA,middle
93033,93033,CA,middle
93034,93033,CA,middle
93035,93035,CA,middle
93031,93036,CA,middle
93036,93036,CA,middle
93063,93063,CA,middle
93099,93063,CA,middle
93062,93065,CA,middle
93065,93065,CA,middle
93094,93065,CA,middle
93101,93101,CA,middle
93102,93101,CA,middle
93120,93101,CA,middle
93121,93101,CA,middle
93190,93101,CA,middle
93105,93105,CA,middle
93130,93105,CA,middle
93106,93117,CA,middle
93107,93117,CA,middle
93117,93117,CA,middle
93118,93117,CA,middle
93199,93117,CA,middle
93230,93230,CA,middle
93232,93230,CA,middle
93257,93257,CA,middle
93274,93274,CA,middle
93275,93274,CA,middle
93282,93274,CA,middle
93277,93277,CA,middle
93278,93277,CA,middle
93227,93291,CA,middle
93279,93291,CA,middle
93290,93291,CA,middle
93291,93291,CA,middle
93306,93306,CA,middle
93386,93306,CA,middle
93307,93307,CA,middle
93387,93307,CA,middle
93308,93308,CA,middle
93380,93308,CA,middle
93388,93308,CA,middle
93309,93309,CA,middle
93389,93309,CA,middle
93311,93311,CA,middle
93390,93311,CA,middle
93312,93312,CA,middle
93313,93313,CA,middle
93383,93313,CA,middle
93314,93314,CA,middle
93401,93401,CA,middle
93406,93401,CA,middle
93408,93401,CA,middle
93420,93420,CA,middle
93421,93420,CA,middle
93422,93422,CA,middle
93423,93422,CA,middle
93436,93436,CA,middle
93438,93436,CA,middle
93446,93446,CA,middle
93447,93446,CA,middle
93455,93455,CA,middle
93457,93455,CA,middle
93458,93458,CA,middle
93535,93535,CA,middle
93536,93536,CA,middle
93539,93536,CA,middle
93586,93536,CA,middle
93550,93550,CA,middle
93590,93550,CA,middle
93599,93550,CA,middle
93551,93551,CA,middle
93552,93552,CA,middle
93555,93555,CA,middle
93556,93555,CA,middle
93561,93561,CA,middle
93581,93561,CA,middle
93611,93611,CA,middle
93619,93619,CA,middle
93637,93637,CA,middle
93711,93711,CA,middle
93765,93711,CA,middle
93720,93720,CA,middle
93729,93720,CA,middle
93722,93722,CA,middle
93727,93727,CA,middle
93737,93727,CA,middle
93747,93727,CA,middle
93844,93727,CA,middle
93888,93727,CA,middle
93906,93906,CA,middle
93940,93940,CA,middle
93942,93940,CA,middle
93944,93940,CA,middle
93955,93955,CA,middle
94010,94010,CA,middle
94011,94010,CA,middle
94014,94014,CA,middle
94016,94014,CA,middle
94015,94015,CA,middle
94017,94015,CA,middle
94025,94025,CA,middle
94026,94025,CA,middle
94040,94040,CA,middle
94035,94043,CA,middle
94043,94043,CA,middle
94044,94044,CA,middle
94061,94061,CA,middle
94063,94063,CA,middle
94064,94063,CA,middle
94066,94066,CA,middle
94080,94080,CA,middle
94083,94080,CA,middle
94086,94086,CA,middle
94087,94087,CA,middle
94102,94102,CA,middle
94103,94103,CA,middle
94141,94103,CA,middle
94142,94103,CA,middle
94107,94107,CA,middle
94109,94109,CA,middle
94164,94109,CA,middle
94110,94110,CA,middle
94140,94110,CA,middle
94112,94112,CA,middle
94114,94114,CA,middle
94146,94114,CA,middle
94115,94115,CA,middle
94116,94116,CA,middle
94117,94117,CA,middle
94118,94118,CA,middle
94144,94118,CA,middle
94159,94118,CA,middle
94121,94121,CA,middle
94122,94122,CA,middle
94172,94122,CA,middle
94123,94123,CA,middle
94147,94123,CA,middle
94131,94131,CA,middle
94134,94134,CA,middle
94303,94303,CA,middle
94401,94401,CA,middle
94403,94403,CA,middle
94497,94403,CA,middle
94404,94404,CA,middle
94501,94501,CA,middle
94509,94509,CA,middle
94510,94510,CA,middle
94513,94513,CA,middle
94518,94518,CA,middle
94520,94520,CA,middle
94522,94520,CA,middle
94524,94520,CA,middle
94527,94520,CA,middle
94529,94520,CA,middle
94521,94521,CA,middle
94523,94523,CA,middle
94526,94526,CA,middle
94530,94530,CA,middle
94531,94531,CA,middle
94533,94533,CA,middle
94534,94534,CA,middle
94536,94536,CA,middle
94537,94536,CA,middle
94538,94538,CA,middle
94539,94539,CA,middle
94541,94541,CA,middle
94543,94541,CA,middle
94540,94544,CA,middle
94544,94544,CA,middle
94545,94545,CA,middle
94557,94545,CA,middle
94546,94546,CA,middle
94547,94547,CA,middle
94550,94550,CA,middle
94551,94551,CA,middle
94553,94553,CA,middle
94555,94555,CA,middle
94558,94558,CA,middle
94559,94559,CA,middle
94581,94559,CA,middle
94560,94560,CA,middle
94561,94561,CA,middle
94565,94565,CA,middle
94566,94566,CA,middle
94568,94568,CA,middle
94577,94577,CA,middle
94622,94577,CA,middle
94578,94578,CA,middle
94580,94580,CA,middle
94582,94582,CA,middle
94583,94583,CA,middle
94585,94585,CA,middle
94587,94587,CA,middle
94588,94588,CA,middle
94589,94589,CA,middle
94590,94590,CA,middle
94591,94591,CA,middle
94596,94596,CA,middle
94601,94601,CA,middle
94605,94605,CA,middle
94606,94606,CA,middle
94608,94608,CA,middle
94662,94608,CA,middle
94609,94609,CA,middle
94610,94610,CA,middle
94666,94610,CA,middle
94611,94611,CA,middle
94620,94611,CA,middle
94661,94611,CA,middle
94803,94803,CA,middle
94820,94803,CA,middle
94804,94804,CA,middle
94808,94804,CA,middle
94806,94806,CA,middle
94901,94901,CA,middle
94912,94901,CA,middle
94915,94901,CA,middle
94903,94903,CA,middle
94913,94903,CA,middle
94926,94928,CA,middle
94927,94928,CA,middle
94928,94928,CA,middle
94941,94941,CA,middle
94942,94941,CA,middle
94947,94947,CA,middle
94948,94947,CA,middle
94998,94947,CA,middle
94952,94952,CA,middle
94953,94952,CA,middle
94954,94954,CA,middle
94955,94954,CA,middle
94975,94954,CA,middle
94999,94954,CA,middle
95001,95003,CA,middle
95003,95003,CA,middle
95008,95008,CA,middle
95009,95008,CA,middle
95011,95008,CA,middle
95014,95014,CA,middle
95015,95014,CA,middle
95020,95020,CA,middle
95021,95020,CA,middle
95023,95023,CA,middle
95024,95023,CA,middle
95035,95035,CA,middle
95036,95035,CA,middle
95037,95037,CA,middle
95038,95037,CA,middle
95141,95037,CA,middle
95050,95050,CA,middle
95052,95050,CA,middle
95051,95051,CA,middle
95055,95051,CA,middle
95054,95054,CA,middle
95056,95054,CA,middle
95060,95060,CA,middle
95061,95060,CA,middle
95062,95062,CA,middle
95063,95062,CA,middle
95076,95076,CA,middle
95077,95076,CA,middle
95111,95111,CA,middle
95112,95112,CA,middle
95172,95112,CA,middle
95190,95112,CA,middle
95192,95112,CA,middle
95116,95116,CA,middle
95118,95118,CA,middle
95158,95118,CA,middle
95121,95121,CA,middle
95122,95122,CA,middle
95151,95122,CA,middle
95173,95122,CA,middle
95123,95123,CA,middle
95153,95123,CA,middle
95193,95123,CA,middle
95124,95124,CA,middle
95154,95124,CA,middle
95125,95125,CA,middle
95150,95125,CA,middle
95155,95125,CA,middle
95126,95126,CA,middle
95159,95126,CA,middle
95191,95126,CA,middle
95127,95127,CA,middle
95156,95127,CA,middle
95128,95128,CA,middle
95129,95129,CA,middle
95132,95132,CA,middle
95152,95132,CA,middle
95134,95134,CA,middle
95164,95134,CA,middle
95136,95136,CA,middle
95148,95148,CA,middle
95206,95206,CA,middle
95207,95207,CA,middle
95267,95207,CA,middle
95269,95207,CA,middle
95209,95209,CA,middle
95219,95219,CA,middle
95240,95240,CA,middle
95241,95240,CA,middle
95253,95240,CA,middle
95301,95301,CA,middle
95307,95307,CA,middle
95336,95336,CA,middle
95337,95337,CA,middle
95350,95350,CA,middle
95352,95350,CA,middle
95353,95350,CA,middle
95397,95350,CA,middle
95355,95355,CA,middle
95356,95356,CA,middle
95361,95361,CA,middle
95376,95376,CA,middle
95378,95376,CA,middle
95377,95377,CA,middle
95382,95382,CA,middle
